Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
49,190,RM,27.0,4458,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,2,-4,1921,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,-1.0,TA,TA,BrkTil,Ex,TA,No,Unf,0,Unf,7,737,726,GasA,TA,Y,SBrkr,731,716,2,1458,-6,5,-3,-7,3,4,Gd,6,Typ,-5,TA,Detchd,,Unf,8,3,TA,TA,Y,-1,7,94,5,-3,-4,,,,3,-4,2008,WD,Alloca,113008
50,20,RL,61.0,7744,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,14,11,1967,1965,Gable,CompShg,CemntBd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,759,Unf,5,198,961,GasA,TA,Y,SBrkr,949,2,2,958,-4,9,9,2,-5,-4,Ex,0,Typ,0,TA,Attchd,1965.0,Unf,-6,388,TA,TA,Y,-9,3,-2,-7,7,7,,,,8,-1,2008,WD,Normal,127005
51,60,RL,,13866,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2,11,1996,1996,Gable,CompShg,Plywood,MetalSd,None,8.0,Gd,TA,PConc,TA,TA,No,Unf,184,Unf,-6,612,790,GasA,Ex,Y,SBrkr,801,675,-4,1461,-4,4,7,-10,7,3,Gd,-3,Typ,1,TA,Attchd,1996.0,,1,379,,TA,Y,2,82,-2,-8,6,-3,,,,0,3,2006,WD,Normal,176991
52,50,RM,51.0,6241,Pave,Grvl,Reg,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,2Story,3,10,1935,1951,Gable,CompShg,CemntBd,Plywood,None,-3.0,TA,TA,PConc,Gd,TA,Mn,LwQ,8,Unf,1,809,809,GasA,Ex,Y,SBrkr,817,6,351,1167,0,-1,4,7,-4,-6,TA,-2,Typ,6,,Attchd,1986.0,Unf,3,529,TA,TA,Y,106,2,-9,-1,-4,5,,,,402,14,2005,WD,Normal,114507
53,90,RM,112.0,8468,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Artery,1Fam,2Story,10,-4,1964,1962,Gable,CompShg,Plywood,VinylSd,None,-3.0,Ex,TA,PConc,TA,TA,Mn,ALQ,106,Unf,718,3,808,GasA,TA,Y,SBrkr,820,-9,-10,823,0,4,-9,-4,2,0,TA,5,Typ,7,Gd,Attchd,1964.0,,5,513,TA,TA,Y,113,8,0,-1,-5,-9,,MnPrv,,-2,13,2009,WD,Normal,110006
54,20,RL,64.0,50263,Pave,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,Duplex,1.5Fin,1,1,1982,1986,Hip,CompShg,CemntBd,HdBoard,BrkFace,9.0,TA,TA,Slab,Gd,TA,No,GLQ,1807,Unf,-10,39,1845,GasA,Ex,Y,SBrkr,1847,-10,4,1833,-7,-6,-5,5,-6,9,TA,12,Typ,10,TA,Attchd,1982.0,RFn,7,898,TA,TA,Y,847,78,-10,-6,-10,-4,,,Shed,-5,9,2007,WD,Normal,385005
55,80,RL,61.0,7133,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,1,13,1954,1954,Gable,CompShg,Plywood,HdBoard,None,-9.0,TA,TA,CBlock,TA,TA,No,GLQ,387,Unf,-3,6,375,GasA,Ex,Y,SBrkr,1351,-1,-1,1354,-10,9,3,4,6,-6,Gd,15,Typ,-7,TA,Attchd,1961.0,Fin,2,578,TA,,N,1,54,6,6,9,-1,,,,1,9,2006,WD,Normal,130002
56,20,RL,105.0,10174,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Artery,Norm,1Fam,2Story,-1,-4,1965,1963,Gable,CompShg,MetalSd,VinylSd,None,271.0,TA,TA,BrkTil,TA,TA,No,GLQ,483,Unf,-10,943,1417,GasA,Ex,Y,SBrkr,1422,4,9,1427,-2,-3,5,6,2,-2,TA,15,Typ,1,Gd,Attchd,1963.0,Fin,5,572,TA,TA,Y,-1,-1,-8,408,7,-1,,,,3,13,2009,WD,Abnorml,180491
57,160,FV,31.0,2651,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,RRAn,Norm,TwnhsE,2Story,14,9,1998,2001,Gable,CompShg,MetalSd,Stucco,None,451.0,Gd,TA,CBlock,TA,TA,No,Unf,652,Unf,-3,325,970,GasA,Ex,Y,SBrkr,973,760,-7,1741,3,4,0,10,-5,-7,Gd,5,Typ,8,TA,Detchd,1998.0,Fin,6,485,TA,TA,Y,120,3,9,-1,-6,1,,,,7,1,2008,COD,Normal,172495
58,60,RL,95.0,11653,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,16,12,2003,2005,Hip,CompShg,Wd Sdng,Plywood,BrkFace,5.0,Gd,TA,PConc,Gd,TA,No,Unf,8,Unf,2,857,869,GasA,TA,Y,SBrkr,865,856,-5,1726,5,-3,-1,-7,8,4,Gd,11,Typ,-3,TA,Detchd,2003.0,RFn,0,569,TA,TA,Y,9,70,2,4,4,-7,,,,7,-2,2007,New,Normal,196497
59,60,RL,69.0,13682,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,7,5,2007,2005,Gable,CompShg,HdBoard,VinylSd,None,1034.0,TA,TA,PConc,TA,TA,Mn,GLQ,0,Unf,7,1412,1402,GasA,Ex,Y,SBrkr,1418,1523,7,2953,-2,-6,7,8,10,6,TA,5,Typ,-9,Gd,Attchd,2007.0,Unf,8,641,TA,TA,Y,189,-1,41,2,-4,-10,,,,-8,14,2007,WD,Partial,438782
60,20,RL,59.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.5Fin,5,10,1971,1971,Gable,CompShg,VinylSd,VinylSd,None,-9.0,Gd,TA,CBlock,Gd,TA,No,LwQ,624,Unf,2,147,780,GasA,Ex,Y,SBrkr,788,7,1,775,4,-4,6,4,7,-9,Gd,11,Typ,-6,Gd,Attchd,1972.0,,7,354,TA,,Y,199,-7,7,3,-3,-5,,GdPrv,,-5,-9,2009,WD,Normal,124906
61,20,RL,58.0,13066,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,NAmes,RRAn,Norm,1Fam,1Story,13,3,2003,2003,Gambrel,CompShg,VinylSd,CmentBd,None,-4.0,TA,TA,PConc,Gd,TA,Gd,Unf,935,Unf,-6,209,1156,GasA,TA,Y,SBrkr,1148,-8,3,1150,-7,-6,10,2,12,4,TA,12,Typ,-3,Gd,Attchd,2005.0,Unf,-7,579,TA,TA,Y,6,58,-8,5,-5,-5,,,,2,11,2007,WD,Normal,158003
62,75,RM,65.0,7198,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,3,-3,1919,1997,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,TA,TA,No,Unf,-2,Unf,2,533,531,GasA,Gd,Y,SBrkr,575,530,3,1102,8,5,2,3,-5,8,TA,-4,Typ,-3,TA,Detchd,1936.0,Fin,1,280,TA,TA,Y,-10,1,149,-6,7,-10,,,,6,-3,2008,COD,Normal,101008
63,120,RL,51.0,6449,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,11,10,2007,2005,Gable,CompShg,BrkFace,MetalSd,None,178.0,TA,TA,CBlock,TA,TA,No,Unf,22,Unf,-7,1342,1369,GasA,Ex,Y,SBrkr,1378,0,9,1373,-2,-9,8,1,-6,9,Gd,6,Typ,6,Gd,,2005.0,Fin,-8,488,TA,TA,Y,113,49,8,-6,-8,9,,,,-5,6,2006,COD,Normal,202495
64,70,RM,52.0,10304,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,2,10,1920,1951,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.0,Gd,TA,PConc,Gd,TA,,ALQ,-6,Unf,8,582,567,GasA,Gd,Y,SBrkr,892,803,3,1719,7,2,-2,9,6,-3,TA,15,Typ,-2,,Detchd,1989.0,Unf,-4,479,TA,TA,Y,11,14,66,1,-4,-10,,,,-4,13,2011,Oth,Partial,140001
65,60,RL,,9370,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,-4,1998,1999,Gable,CompShg,VinylSd,Plywood,BrkFace,568.0,TA,TA,PConc,Fa,TA,Av,GLQ,748,Unf,5,320,1052,GasA,TA,Y,SBrkr,1061,969,-6,2028,-3,4,11,0,3,0,TA,8,Typ,-3,,Detchd,1997.0,RFn,-5,636,Gd,TA,Y,566,45,-9,-1,0,-6,,,,3,-7,2008,WD,Normal,219502
66,60,RL,73.0,9593,Pave,,IR2,Lvl,AllPub,Corner,Gtl,IDOTRR,RRAn,Norm,1Fam,2Story,17,0,2005,2006,Gable,CompShg,AsbShng,VinylSd,None,346.0,TA,TA,CBlock,Ex,TA,,LwQ,5,Unf,-2,1150,1140,GasA,TA,Y,SBrkr,1144,1323,3,2476,1,-7,6,2,3,0,Gd,18,Mod,9,,Attchd,2005.0,Unf,-2,857,TA,TA,Y,198,155,-2,8,1,-3,,,,8,13,2008,WD,Normal,317008
67,20,RL,,19903,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,1Fam,1.5Fin,6,5,1969,1988,Hip,CompShg,Wd Sdng,VinylSd,None,278.0,Gd,TA,CBlock,TA,TA,No,Unf,905,Unf,7,1028,1938,GasA,TA,Y,SBrkr,2215,7,6,2209,-1,-1,-1,8,5,8,TA,15,Typ,5,Gd,Basment,1971.0,Fin,-4,573,TA,TA,Y,294,-1,-4,-4,5,4,,,,9,6,2011,WD,Normal,180005
68,20,RL,65.0,10668,Pave,,IR1,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,2Story,8,-1,2002,2004,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,159.0,Ex,TA,CBlock,Gd,TA,No,Unf,1012,Rec,-5,433,1453,GasA,Ex,Y,SBrkr,1479,1,8,1476,3,6,0,6,-7,6,Gd,16,Typ,-5,,Attchd,2004.0,Fin,3,553,TA,TA,Y,149,29,0,4,-6,2,,MnPrv,,-3,-4,2008,WD,Normal,226009
69,30,RM,48.0,4612,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,3,9,1944,1949,Gable,CompShg,VinylSd,HdBoard,BrkFace,-4.0,TA,Fa,PConc,TA,TA,No,GLQ,-9,Unf,2,749,739,GasA,Ex,Y,SBrkr,737,-2,3,745,-1,1,-1,-8,3,3,Gd,12,Typ,-6,,,1946.0,Unf,2,214,TA,TA,Y,4,1,-2,-7,9,-9,,,,-2,0,2011,WD,Normal,80002
70,50,RL,78.0,15602,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,10,6,1954,1952,Gable,CompShg,HdBoard,VinylSd,None,-8.0,TA,TA,PConc,TA,TA,No,ALQ,598,Unf,-10,700,1309,GasA,TA,Y,SBrkr,1310,987,7,2282,-1,8,7,9,10,-5,Gd,8,Typ,-1,Gd,Attchd,1952.0,RFn,6,659,TA,TA,Y,-3,20,115,-6,-7,7,,GdPrv,,-2,15,2007,WD,Normal,224990
71,20,RL,89.0,13648,Pave,,Reg,HLS,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,12,3,1974,1974,Gable,CompShg,VinylSd,VinylSd,BrkFace,1119.0,TA,TA,BrkTil,Gd,TA,No,Unf,1871,Unf,-10,334,2232,GasA,Ex,Y,SBrkr,2231,4,-5,2227,0,6,-4,-7,1,-2,TA,1,Min1,-3,Gd,Detchd,1972.0,Fin,-6,520,TA,TA,Y,291,-5,8,-5,-4,-2,,,,-5,11,2008,WD,Normal,243999
72,20,RL,71.0,7601,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,14,1983,2007,Gable,CompShg,VinylSd,Plywood,BrkFace,-10.0,TA,TA,CBlock,Gd,TA,No,,560,Unf,-1,277,841,GasA,Gd,Y,SBrkr,851,8,-7,839,-2,1,8,3,8,1,Gd,-5,Typ,-7,TA,Detchd,1988.0,RFn,5,353,TA,TA,Y,8,4,-3,-7,5,-2,,,Shed,8,-2,2006,WD,Normal,129503
73,60,RL,71.0,10142,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,9,1999,1997,Gable,CompShg,MetalSd,VinylSd,BrkFace,40.0,Gd,TA,CBlock,TA,Fa,Av,ALQ,-1,Unf,-7,828,834,GasA,Gd,Y,SBrkr,876,831,-3,1715,6,-10,3,4,-5,4,Fa,7,Typ,-3,,Detchd,1999.0,RFn,1,419,TA,TA,Y,-9,98,-6,6,288,-8,,,,-10,11,2008,WD,Normal,185002
74,20,RL,79.0,10205,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,9,1955,2002,Gable,CompShg,VinylSd,VinylSd,None,96.0,TA,TA,PConc,TA,TA,No,Unf,322,Unf,370,406,1084,GasA,Ex,Y,SBrkr,1091,-10,6,1082,3,6,4,-8,3,5,TA,11,Typ,-7,,BuiltIn,1990.0,Unf,4,491,TA,TA,Y,8,0,-7,1,-4,7,,,,0,3,2009,WD,Normal,144898
75,50,RM,64.0,5792,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,-1,9,1914,1949,Gable,CompShg,VinylSd,CBlock,None,6.0,TA,TA,CBlock,Ex,TA,Mn,ALQ,4,,1,839,841,GasA,Gd,Y,FuseA,847,764,5,1611,1,-10,-4,-9,12,4,Gd,0,Typ,-9,,Attchd,1916.0,Fin,8,371,TA,TA,Y,4,-1,206,9,-7,6,,,,3,4,2009,WD,Normal,107402
76,180,RM,12.0,1597,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,2,1974,1972,Gable,CompShg,Plywood,VinylSd,None,1.0,TA,TA,Slab,TA,,Av,Unf,470,Unf,7,-4,469,GasA,TA,Y,SBrkr,520,457,-3,997,-9,0,7,-9,0,9,TA,0,Min2,-6,,Attchd,1972.0,Fin,-2,291,TA,TA,Y,115,94,-5,-7,-8,-9,,,,-9,18,2010,WD,Partial,91008
77,20,RL,,8466,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,-2,0,1957,1955,Hip,CompShg,Wd Sdng,BrkFace,Stone,8.0,TA,TA,PConc,TA,Gd,No,BLQ,228,Unf,7,727,953,GasA,Ex,Y,SBrkr,959,5,0,953,-1,7,-2,-4,9,-4,Gd,5,Typ,-5,,Attchd,1957.0,Fin,-4,287,TA,Fa,Y,-6,-6,-4,-8,1,-10,,,Shed,-3,1,2007,WD,Normal,135758
78,50,RM,46.0,8641,Pave,,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Artery,Norm,Duplex,1Story,4,14,1949,2000,Gable,CompShg,Stucco,VinylSd,,-5.0,TA,TA,CBlock,TA,TA,No,ALQ,338,LwQ,45,302,680,GasA,TA,Y,SBrkr,1062,209,-9,1278,6,5,-5,-8,-1,-1,Gd,10,Typ,-5,,Detchd,1947.0,Unf,-3,248,TA,TA,Y,5,4,3,-7,6,1,,,,0,4,2007,WD,Normal,126995
79,90,RL,78.0,10778,Pave,,Reg,HLS,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,0,-1,1969,1967,Gable,CompShg,Wd Sdng,MetalSd,Stone,-9.0,TA,TA,CBlock,TA,TA,No,GLQ,6,Unf,-9,1761,1763,GasA,TA,N,SBrkr,1759,-2,-1,1762,4,8,-2,9,4,10,TA,4,Typ,-2,Gd,Attchd,,Fin,2,-1,TA,TA,Y,1,-5,-1,-5,8,-9,,GdPrv,,8,7,2011,WD,Abnorml,136507
80,50,RM,62.0,10436,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,-2,-3,1911,1982,Gable,CompShg,HdBoard,Wd Shng,None,4.0,TA,TA,PConc,Gd,TA,No,Unf,9,Unf,-9,448,446,GasA,Gd,Y,SBrkr,674,554,6,1224,-2,-8,7,10,-8,-4,TA,-4,Typ,6,,Detchd,1967.0,Unf,9,440,TA,TA,Y,76,8,129,7,6,4,,,,2,10,2008,New,Normal,109998
81,60,RL,107.0,13008,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,-2,4,1969,1967,Gable,CompShg,Plywood,VinylSd,None,574.0,TA,TA,PConc,TA,TA,No,LwQ,447,Unf,6,454,891,GasA,Ex,Y,SBrkr,1189,966,-2,2135,-7,-3,2,-5,0,3,Gd,9,Typ,6,TA,Attchd,1967.0,Unf,-8,517,TA,TA,Y,-3,81,-6,-2,258,8,,,,-6,8,2008,WD,Normal,193498
82,120,RM,34.0,4496,Pave,,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,15,-3,1999,1997,Gable,CompShg,HdBoard,Wd Sdng,None,448.0,TA,TA,CBlock,TA,TA,No,GLQ,1209,Unf,-10,43,1233,GasA,Ex,Y,SBrkr,1345,0,3,1334,8,7,7,-1,0,-2,TA,1,Typ,4,,Detchd,1999.0,RFn,2,401,TA,TA,Y,3,199,-1,-10,4,6,,,,-8,7,2005,WD,Normal,153490
83,20,RL,73.0,10213,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,TwnhsE,SFoyer,3,1,2006,2006,Gable,CompShg,HdBoard,VinylSd,None,471.0,TA,TA,PConc,TA,TA,No,LwQ,38,Unf,7,1525,1569,GasA,TA,Y,SBrkr,1571,7,7,1562,-6,-5,7,0,-5,4,Gd,-4,Typ,7,TA,Detchd,2008.0,Fin,12,753,TA,TA,Y,151,105,6,2,-10,-4,,,,8,4,2007,WD,Normal,244992
84,20,RL,78.0,8897,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Fin,4,-1,1959,1959,Hip,CompShg,Wd Sdng,VinylSd,None,65.0,TA,TA,CBlock,Ex,TA,No,GLQ,5,Unf,1,1069,1060,GasA,Ex,Y,SBrkr,1066,5,-4,1061,-6,9,-3,5,0,-8,TA,7,Typ,-6,,Attchd,1975.0,Fin,-4,453,TA,Po,Y,81,3,-10,3,5,7,,,,2,15,2008,WD,Normal,126508
85,80,RL,,8520,Pave,,Reg,HLS,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2,1994,1995,Gable,CompShg,VinylSd,VinylSd,Stone,27.0,TA,TA,PConc,Gd,TA,Mn,ALQ,-2,Unf,6,388,387,GasA,TA,Y,SBrkr,813,679,7,1466,3,8,-7,2,-4,0,TA,16,Typ,5,,Attchd,1994.0,RFn,-3,406,TA,TA,N,120,64,-8,0,4,8,,,,702,0,2008,WD,Partial,168501
86,60,RL,126.0,16055,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,16,6,1990,1991,Gable,CompShg,Wd Sdng,HdBoard,BrkFace,290.0,TA,TA,CBlock,Gd,TA,No,Unf,-7,Rec,9,1291,1281,GasA,TA,Y,SBrkr,1306,1119,5,2417,1,-6,0,0,8,-6,TA,10,Typ,2,Gd,Detchd,1992.0,RFn,-6,468,TA,TA,Y,136,72,-3,-7,-3,-7,,,Shed,3,-1,2005,WD,Normal,260008
87,60,RL,130.0,11920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Artery,Norm,1Fam,1Story,11,2,2004,2004,Gable,CompShg,MetalSd,Wd Sdng,None,6.0,TA,TA,CBlock,Ex,TA,Gd,BLQ,-9,LwQ,7,678,689,GasA,Ex,Y,SBrkr,685,867,3,1561,-5,7,5,9,8,0,Gd,14,Typ,-1,Fa,Attchd,2004.0,RFn,8,399,TA,,Y,97,28,-3,7,1,-8,,,,-6,10,2010,WD,Normal,174006
88,160,FV,34.0,3943,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Twnhs,1Story,0,9,2010,2010,Gable,CompShg,BrkFace,Wd Sdng,None,74.0,TA,TA,PConc,TA,TA,No,ALQ,-4,Unf,7,617,603,GasA,TA,Y,SBrkr,621,606,6,1216,-2,-2,-7,0,8,-6,TA,8,Typ,8,,Attchd,2010.0,Fin,3,527,TA,TA,Y,-9,241,5,7,3,-5,,,,9,7,2008,WD,Partial,164508
89,50,C (all),95.0,8479,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Feedr,Norm,1Fam,1Story,11,-4,1914,1981,Gable,CompShg,VinylSd,HdBoard,None,-2.0,Gd,TA,Stone,Gd,Fa,Av,BLQ,-2,Unf,-7,1006,1011,GasA,Gd,Y,SBrkr,1006,-10,510,1532,-8,5,-6,9,-4,2,TA,15,Typ,1,,Detchd,,Unf,1,2,TA,TA,Y,-3,9,153,5,-4,-2,,,,8,13,2008,New,AdjLand,85000
90,20,RL,67.0,8079,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,7,1,1995,1996,Gable,CompShg,AsbShng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,583,Unf,6,396,988,GasA,Ex,Y,SBrkr,997,6,-4,989,7,-6,-2,9,6,3,TA,5,Typ,-9,,Detchd,,Unf,4,-7,Fa,TA,Y,1,-6,1,-3,-7,-9,,MnPrv,,9,14,2006,WD,Normal,123592
91,20,RL,51.0,7197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,13,0,1949,1949,Gable,CompShg,CemntBd,VinylSd,None,-6.0,Gd,TA,PConc,Gd,TA,,LwQ,-8,Unf,-4,-8,7,GasA,TA,Y,SBrkr,1032,6,-10,1045,-5,-4,8,7,-4,5,Gd,13,Typ,-9,Gd,Attchd,1949.0,Fin,10,417,TA,TA,Y,6,33,4,-1,4,9,,,,-1,10,2007,WD,Partial,109902
92,20,RL,86.0,8503,Pave,,Reg,HLS,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,14,11,1960,1962,Gable,CompShg,MetalSd,Wd Sdng,Stone,198.0,TA,TA,PConc,TA,TA,No,GLQ,591,Unf,0,637,1234,GasA,TA,Y,SBrkr,1226,0,7,1234,-9,8,-6,-1,11,-6,TA,10,Typ,7,TA,BuiltIn,1962.0,Unf,-2,483,Fa,TA,Y,-10,8,-9,-3,6,2,,GdWo,,-1,21,2005,WD,Normal,98594
93,30,RL,88.0,13367,Pave,,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1Story,9,12,1922,2005,Gable,CompShg,MetalSd,VinylSd,Stone,-8.0,TA,TA,PConc,Gd,TA,No,BLQ,715,ALQ,1,171,871,GasA,Ex,Y,SBrkr,954,6,-2,972,-2,-6,4,-10,7,0,TA,7,Typ,-8,Gd,Attchd,1922.0,RFn,0,436,TA,TA,Y,5,-4,40,6,2,-3,,,,-3,15,2008,New,Abnorml,163505
94,190,C (all),61.0,7209,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,10,8,1911,1997,Gable,CompShg,VinylSd,CmentBd,None,-1.0,Gd,TA,PConc,Gd,TA,No,,1055,Unf,6,169,1207,GasA,Ex,Y,SBrkr,1263,1040,3,2294,-8,7,10,-9,6,-1,Ex,9,Typ,9,TA,Attchd,1899.0,Fin,-5,502,TA,TA,P,-1,-2,3,0,105,5,,,,1,5,2006,COD,Normal,133900
95,60,RL,67.0,9333,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Twnhs,2Story,6,8,1998,1998,Gable,CompShg,VinylSd,Wd Sdng,None,-1.0,Gd,TA,PConc,TA,TA,No,Unf,653,,-9,178,824,GasA,Ex,Y,SBrkr,898,878,-1,1784,10,5,-4,-7,6,-3,Gd,12,Typ,-9,Po,Detchd,1998.0,Unf,3,690,TA,TA,Y,-8,166,-9,-9,-2,-5,,,,2,-4,2006,WD,Normal,204752
96,60,RL,,9756,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1,-1,1992,1992,Hip,CompShg,MetalSd,Wd Sdng,None,76.0,TA,TA,CBlock,Fa,TA,No,LwQ,311,Unf,6,372,680,GasA,Gd,Y,SBrkr,685,782,3,1477,-8,-7,4,-9,12,-2,TA,-3,Typ,3,,Attchd,1992.0,Unf,2,414,Fa,TA,Y,241,67,0,-7,-10,-5,,,,470,-4,2010,WD,Normal,184994
97,20,RL,69.0,10266,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,3,7,2000,1998,Hip,CompShg,VinylSd,MetalSd,None,174.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,1154,Unf,7,426,1586,GasA,TA,Y,SBrkr,1588,7,-6,1595,-4,-6,-3,7,-4,8,Gd,-1,Typ,-8,TA,Detchd,1998.0,Unf,-7,481,TA,TA,Y,166,33,-9,-2,4,-6,,,,-3,-1,2005,WD,Normal,214009
98,20,RL,71.0,10926,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,2,14,1964,1964,Gable,CompShg,VinylSd,CmentBd,BrkFace,53.0,TA,Fa,CBlock,Gd,TA,Av,GLQ,525,Unf,3,439,963,GasA,Ex,Y,SBrkr,969,-4,-7,959,2,5,-2,2,-4,-6,TA,-1,Min1,-7,Po,Attchd,1964.0,RFn,-2,430,,TA,Y,117,5,-7,6,0,4,,,,-5,7,2008,WD,Normal,94755
99,30,RL,92.0,10617,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,3,5,1921,1951,Gable,CompShg,Plywood,CmentBd,BrkFace,1.0,Gd,TA,PConc,Ex,TA,Gd,Rec,107,Unf,-9,347,459,GasA,TA,Y,SBrkr,839,-5,-7,836,-7,-3,-2,-5,10,-6,Gd,10,Typ,6,,Attchd,1921.0,Unf,4,366,TA,Fa,Y,-8,-1,79,-5,2,5,,,,400,11,2009,WD,Normal,82990
